availableSeats,budget,fillRate,id,movieTitle,occupiedSeats,releaseDate,revenue,scrapedAt,showtimeId,startTime,theaterName,totalSeats,breakeven_target,financial_gap,days_since_release,start_datetime,hours_until_showtime,is_flop_risk
105,115000000,49.275362318840585,355,Disclosure Day,102,2026-06-10,93900000,2026-06-14 18:00:23.548750,143216431,6:30pm,AMC Garden State 16,207,287500000.0,193600000.0,4.0,2026-06-14 18:30:00,0.4934586805555556,0
192,115000000,7.246376811594203,356,Disclosure Day,15,2026-06-10,93900000,2026-06-14 18:00:31.927869,143216433,10:00pm,AMC Garden State 16,207,287500000.0,193600000.0,4.0,2026-06-14 22:00:00,3.9911311475000004,0
436,115000000,3.5398230088495577,357,Disclosure Day,16,2026-06-10,93900000,2026-06-14 18:00:37.568715,143216486,8:30pm,AMC Garden State 16,452,287500000.0,193600000.0,4.0,2026-06-14 20:30:00,2.4895642458333334,0
197,30000000,4.830917874396135,358,Scary Movie,10,2026-06-03,129661197,2026-06-14 18:01:03.174942,144297198,7:30pm,AMC Garden State 16,207,75000000.0,-54661197.0,11.0,2026-06-14 19:30:00,1.4824514050000002,1
256,30000000,0.7751937984496124,359,Scary Movie,2,2026-06-03,129661197,2026-06-14 18:01:10.038784,144297388,8:25pm,AMC Garden State 16,258,75000000.0,-54661197.0,11.0,2026-06-14 20:25:00,2.3972114488888887,0
271,30000000,1.8115942028985508,360,Scary Movie,5,2026-06-03,129661197,2026-06-14 18:01:19.126100,144297240,10:15pm,AMC Garden State 16,276,75000000.0,-54661197.0,11.0,2026-06-14 22:15:00,4.228020527777778,0
220,200000000,6.779661016949152,361,Masters of the Universe,16,2026-06-03,86100000,2026-06-14 18:01:29.622616,144297166,6:15pm,AMC Garden State 16,236,500000000.0,413900000.0,11.0,2026-06-14 18:15:00,0.22510482888888889,1
333,750000,10.242587601078167,362,Obsession,38,2026-05-13,286494000,2026-06-14 18:01:53.838373,144297153,8:15pm,AMC Garden State 16,371,1875000.0,-284619000.0,32.0,2026-06-14 20:15:00,2.2183782297222225,0
254,750000,4.511278195488721,363,Obsession,12,2026-05-13,286494000,2026-06-14 18:01:59.311567,144297297,7:15pm,AMC Garden State 16,266,1875000.0,-284619000.0,32.0,2026-06-14 19:15:00,1.2168578980555556,1
238,10000000,7.751937984496124,364,Backrooms,20,2026-05-27,240811000,2026-06-14 18:02:39.850551,144297346,8:25pm,AMC Garden State 16,258,25000000.0,-215811000.0,18.0,2026-06-14 20:25:00,2.3722637358333336,1
230,10000000,2.5423728813559325,365,Backrooms,6,2026-05-27,240811000,2026-06-14 18:02:45.527370,144297168,9:45pm,AMC Garden State 16,236,25000000.0,-215811000.0,18.0,2026-06-14 21:45:00,3.704020175,1
254,10000000,1.550387596899225,366,Backrooms,4,2026-05-27,240811000,2026-06-14 18:02:53.083046,144297374,10:30pm,AMC Garden State 16,258,25000000.0,-215811000.0,18.0,2026-06-14 22:30:00,4.451921376111112,1
215,20000000,3.153153153153153,367,STOP! THAT! TRAIN!,7,2026-06-12,0,2026-06-14 18:03:00.455053,143187086,6:45pm,AMC Garden State 16,222,50000000.0,50000000.0,2.0,2026-06-14 18:45:00,0.6998735963888888,1
220,20000000,0.9009009009009009,368,STOP! THAT! TRAIN!,2,2026-06-12,0,2026-06-14 18:03:07.912657,143187087,9:15pm,AMC Garden State 16,222,50000000.0,50000000.0,2.0,2026-06-14 21:15:00,3.197802039722222,0
164,20000000,23.004694835680752,369,The Furious,49,2026-06-10,1400000,2026-06-14 18:03:14.222753,144297264,7:45pm,AMC Garden State 16,213,50000000.0,48600000.0,4.0,2026-06-14 19:45:00,1.6960492352777778,1
210,20000000,0.9433962264150944,370,The Furious,2,2026-06-10,1400000,2026-06-14 18:03:20.031945,144297212,11:00pm,AMC Garden State 16,212,50000000.0,48600000.0,4.0,2026-06-14 23:00:00,4.944435570833334,0
264,165000000,4.3478260869565215,371,Star Wars: The Mandalorian and Grogu,12,2026-05-20,315100000,2026-06-14 18:03:30.398715,144297241,7:00pm,AMC Garden State 16,276,412500000.0,97400000.0,25.0,2026-06-14 19:00:00,0.9415559125,1
202,250000000,4.716981132075472,372,Michael,10,2026-04-22,911900000,2026-06-14 18:03:57.914078,144297211,8:00pm,AMC Garden State 16,212,625000000.0,-286900000.0,53.0,2026-06-14 20:00:00,1.9339127561111111,1
248,0,3.875968992248062,373,The Amazing Digital Circus: The Last Act,10,2026-06-03,37620876,2026-06-14 18:04:25.459368,144297326,6:30pm,AMC Garden State 16,258,0.0,-37620876.0,11.0,2026-06-14 18:30:00,0.42626128666666663,1
243,0,5.813953488372093,374,Power Ballad,15,2026-05-18,0,2026-06-14 18:04:51.361464,144297348,5:50pm,AMC Garden State 16,258,0.0,0.0,27.0,2026-06-14 17:50:00,0.0,1
192,0,25.581395348837212,375,Costa de Marfil vs. Ecuador - Telemundo presenta la Copa Mundial de la FIFA 2026,66,,0,2026-06-14 18:04:56.930609,143206853,7:00pm,AMC Garden State 16,258,0.0,0.0,,2026-06-14 19:00:00,0.9175192752777778,1
112,115000000,50.442477876106196,376,Disclosure Day,114,2026-06-10,93900000,2026-06-14 18:05:11.804482,143305951,6:00pm,AMC Rockaway 16,226,287500000.0,193600000.0,4.0,2026-06-14 18:00:00,0.0,0
207,115000000,8.4070796460177,377,Disclosure Day,19,2026-06-10,93900000,2026-06-14 18:05:20.221937,143305950,9:30pm,AMC Rockaway 16,226,287500000.0,193600000.0,4.0,2026-06-14 21:30:00,3.4110494619444442,0
145,115000000,12.121212121212121,378,Disclosure Day,20,2026-06-10,93900000,2026-06-14 18:05:28.126081,143305999,8:30pm,AMC Rockaway 16,165,287500000.0,193600000.0,4.0,2026-06-14 20:30:00,2.4088538663888888,0
278,115000000,4.137931034482759,379,Disclosure Day,12,2026-06-10,93900000,2026-06-14 18:05:35.769724,143306145,7:30pm,AMC Rockaway 16,290,287500000.0,193600000.0,4.0,2026-06-14 19:30:00,1.4067306322222224,1
243,30000000,0.8163265306122449,380,Scary Movie,2,2026-06-03,129661197,2026-06-14 18:05:42.032265,144142522,7:00pm,AMC Rockaway 16,245,75000000.0,-54661197.0,11.0,2026-06-14 19:00:00,0.9049910375000001,1
134,30000000,5.633802816901409,381,Scary Movie,8,2026-06-03,129661197,2026-06-14 18:05:49.453697,144142589,8:30pm,AMC Rockaway 16,142,75000000.0,-54661197.0,11.0,2026-06-14 20:30:00,2.4029295286111108,0
243,30000000,0.8163265306122449,382,Scary Movie,2,2026-06-03,129661197,2026-06-14 18:05:54.718075,144142521,9:30pm,AMC Rockaway 16,245,75000000.0,-54661197.0,11.0,2026-06-14 21:30:00,3.401467201388889,0
106,200000000,10.92436974789916,383,Masters of the Universe,13,2026-06-03,86100000,2026-06-14 18:06:03.037758,144142549,6:15pm,AMC Rockaway 16,119,500000000.0,413900000.0,11.0,2026-06-14 18:15:00,0.1491561783333333,1
117,200000000,1.680672268907563,384,Masters of the Universe,2,2026-06-03,86100000,2026-06-14 18:06:08.306136,144142553,9:30pm,AMC Rockaway 16,119,500000000.0,413900000.0,11.0,2026-06-14 21:30:00,3.39769274,0
231,750000,4.149377593360995,385,Obsession,10,2026-05-13,286494000,2026-06-14 18:06:14.813912,144142484,6:30pm,AMC Rockaway 16,241,1875000.0,-284619000.0,32.0,2026-06-14 18:30:00,0.3958850244444444,1
271,750000,6.872852233676976,386,Obsession,20,2026-05-13,286494000,2026-06-14 18:06:25.454727,144142348,8:15pm,AMC Rockaway 16,291,1875000.0,-284619000.0,32.0,2026-06-14 20:15:00,2.1429292424999997,1
234,750000,2.904564315352697,387,Obsession,7,2026-05-13,286494000,2026-06-14 18:06:30.907337,144142483,9:15pm,AMC Rockaway 16,241,1875000.0,-284619000.0,32.0,2026-06-14 21:15:00,3.141414628611111,1
101,10000000,15.126050420168067,388,Backrooms,18,2026-05-27,240811000,2026-06-14 18:06:38.375699,144142457,7:45pm,AMC Rockaway 16,119,25000000.0,-215811000.0,18.0,2026-06-14 19:45:00,1.6393400836111112,1
139,10000000,1.4184397163120568,389,Backrooms,2,2026-05-27,240811000,2026-06-14 18:06:43.809810,144142418,9:00pm,AMC Rockaway 16,141,25000000.0,-215811000.0,18.0,2026-06-14 21:00:00,2.887830608333333,1
132,20000000,6.382978723404255,390,STOP! THAT! TRAIN!,9,2026-06-12,0,2026-06-14 18:06:52.654286,143305853,6:30pm,AMC Rockaway 16,141,50000000.0,50000000.0,2.0,2026-06-14 18:30:00,0.38537380944444444,1
90,20000000,24.369747899159663,391,The Furious,29,2026-06-10,1400000,2026-06-14 18:07:00.588231,143528437,7:15pm,AMC Rockaway 16,119,50000000.0,48600000.0,4.0,2026-06-14 19:15:00,1.1331699358333334,1
116,20000000,2.5210084033613445,392,The Furious,3,2026-06-10,1400000,2026-06-14 18:07:08.174817,144142434,9:15pm,AMC Rockaway 16,119,50000000.0,48600000.0,4.0,2026-06-14 21:15:00,3.1310625508333336,0
125,165000000,11.347517730496454,393,Star Wars: The Mandalorian and Grogu,16,2026-05-20,315100000,2026-06-14 18:07:13.977744,144142614,6:00pm,AMC Rockaway 16,141,412500000.0,97400000.0,25.0,2026-06-14 18:00:00,0.0,1
133,0,6.338028169014084,394,The Amazing Digital Circus: The Last Act,9,2026-06-03,37620876,2026-06-14 18:07:58.927544,142508270,6:00pm,AMC Rockaway 16,142,0.0,-37620876.0,11.0,2026-06-14 18:00:00,0.0,1
206,0,14.522821576763487,395,Costa de Marfil vs. Ecuador - Telemundo presenta la Copa Mundial de la FIFA 2026,35,,0,2026-06-14 18:08:05.335905,143206153,7:00pm,AMC Rockaway 16,241,0.0,0.0,,2026-06-14 19:00:00,0.8651844708333334,1
117,100000000,1.680672268907563,396,The Devil Wears Prada 2,2,2026-04-29,675900000,2026-06-14 18:08:12.666066,144142433,6:15pm,AMC Rockaway 16,119,250000000.0,-425900000.0,46.0,2026-06-14 18:15:00,0.113148315,1
221,0,8.29875518672199,397,UFC Freedom 250,20,2026-06-14,0,2026-06-14 18:08:19.046384,143475237,8:00pm,AMC Rockaway 16,241,0.0,0.0,0.0,2026-06-14 20:00:00,1.8613760044444443,1
49,115000000,89.64059196617336,398,Disclosure Day,424,2026-06-10,93900000,2026-06-14 18:08:34.373678,143355382,7:30pm Almost Full,AMC Lincoln Square 13,473,287500000.0,193600000.0,4.0,,0.0,0
244,115000000,48.41437632135307,399,Disclosure Day,229,2026-06-10,93900000,2026-06-14 18:08:43.140230,143355383,11:00pm,AMC Lincoln Square 13,473,287500000.0,193600000.0,4.0,2026-06-14 23:00:00,4.854683269444444,0
32,115000000,88.96551724137932,400,Disclosure Day,258,2026-06-10,93900000,2026-06-14 18:08:52.127568,143355209,6:30pm Almost Full,AMC Lincoln Square 13,290,287500000.0,193600000.0,4.0,,0.0,0
228,115000000,21.379310344827587,401,Disclosure Day,62,2026-06-10,93900000,2026-06-14 18:08:59.174860,143355210,10:00pm,AMC Lincoln Square 13,290,287500000.0,193600000.0,4.0,2026-06-14 22:00:00,3.850229205555556,0
51,115000000,78.38983050847457,402,Disclosure Day,185,2026-06-10,93900000,2026-06-14 18:09:04.601951,143355241,8:30pm Almost Full,AMC Lincoln Square 13,236,287500000.0,193600000.0,4.0,,0.0,0
25,115000000,78.8135593220339,403,Disclosure Day,93,2026-06-10,93900000,2026-06-14 18:09:14.789947,144138976,7:00pm Almost Full,AMC Lincoln Square 13,118,287500000.0,193600000.0,4.0,,0.0,0
79,30000000,33.05084745762712,404,Scary Movie,39,2026-06-03,129661197,2026-06-14 18:09:39.513184,144138995,8:15pm,AMC Lincoln Square 13,118,75000000.0,-54661197.0,11.0,2026-06-14 20:15:00,2.0890241155555556,0
60,200000000,45.94594594594595,405,Masters of the Universe,51,2026-06-03,86100000,2026-06-14 18:10:03.234241,144138958,7:45pm,AMC Lincoln Square 13,111,500000000.0,413900000.0,11.0,2026-06-14 19:45:00,1.5824349330555556,0
140,200000000,4.10958904109589,406,Masters of the Universe,6,2026-06-03,86100000,2026-06-14 18:10:11.436394,144139054,10:30pm,AMC Lincoln Square 13,146,500000000.0,413900000.0,11.0,2026-06-14 22:30:00,4.330156557222222,0
59,750000,69.58762886597938,407,Obsession,135,2026-05-13,286494000,2026-06-14 18:10:20.799782,144138925,7:30pm,AMC Lincoln Square 13,194,1875000.0,-284619000.0,32.0,2026-06-14 19:30:00,1.327555616111111,0
161,750000,21.844660194174757,408,Obsession,45,2026-05-13,286494000,2026-06-14 18:10:26.681844,144138938,9:30pm,AMC Lincoln Square 13,206,1875000.0,-284619000.0,32.0,2026-06-14 21:30:00,3.32592171,0
192,750000,1.0309278350515463,409,Obsession,2,2026-05-13,286494000,2026-06-14 18:10:34.000373,144138921,10:30pm,AMC Lincoln Square 13,194,1875000.0,-284619000.0,32.0,2026-06-14 22:30:00,4.323888785277777,1
45,10000000,69.17808219178082,410,Backrooms,101,2026-05-27,240811000,2026-06-14 18:10:43.589798,144139050,7:45pm,AMC Lincoln Square 13,146,25000000.0,-215811000.0,18.0,2026-06-14 19:45:00,1.5712250561111112,0
123,10000000,7.518796992481203,411,Backrooms,10,2026-05-27,240811000,2026-06-14 18:10:53.369421,144139006,10:45pm,AMC Lincoln Square 13,133,25000000.0,-215811000.0,18.0,2026-06-14 22:45:00,4.568508494166667,1
28,20000000,78.94736842105263,412,STOP! THAT! TRAIN!,105,2026-06-12,0,2026-06-14 18:10:59.882650,143205638,8:00pm Almost Full,AMC Lincoln Square 13,133,50000000.0,50000000.0,2.0,,0.0,0
93,20000000,6.0606060606060606,413,STOP! THAT! TRAIN!,6,2026-06-12,0,2026-06-14 18:11:06.224894,144344883,10:15pm,AMC Lincoln Square 13,99,50000000.0,50000000.0,2.0,2026-06-14 22:15:00,4.064937529444444,0
107,20000000,3.6036036036036037,414,STOP! THAT! TRAIN!,4,2026-06-12,0,2026-06-14 18:11:12.445044,144138955,11:00pm,AMC Lincoln Square 13,111,50000000.0,50000000.0,2.0,2026-06-14 23:00:00,4.81320971,0
101,20000000,11.403508771929824,415,The Furious,13,2026-06-10,1400000,2026-06-14 18:11:20.866101,144139031,10:15pm,AMC Lincoln Square 13,114,50000000.0,48600000.0,4.0,2026-06-14 22:15:00,4.0608705275000005,0
75,165000000,34.21052631578947,416,Star Wars: The Mandalorian and Grogu,39,2026-05-20,315100000,2026-06-14 18:11:26.134692,144139032,7:00pm,AMC Lincoln Square 13,114,412500000.0,97400000.0,25.0,2026-06-14 19:00:00,0.80940703,0
10,100000000,89.8989898989899,417,The Devil Wears Prada 2,89,2026-04-29,675900000,2026-06-14 18:11:32.613496,144139011,7:15pm Almost Full,AMC Lincoln Square 13,99,250000000.0,-425900000.0,46.0,,0.0,0
94,0,54.36893203883495,418,COUTURE Early Access screening starring Angelina Jolie + Q&A with acclaimed filmmaker Alice Winocour,112,,0,2026-06-14 18:11:42.348011,144063654,6:00pm,AMC Lincoln Square 13,206,0.0,0.0,,2026-06-14 18:00:00,0.0,0
41,115000000,86.10169491525423,419,Disclosure Day,254,2026-06-10,93900000,2026-06-14 18:11:59.859199,143424613,6:30pm Almost Full,AMC Empire 25,295,287500000.0,193600000.0,4.0,,0.0,0
264,115000000,10.508474576271185,420,Disclosure Day,31,2026-06-10,93900000,2026-06-14 18:12:09.972909,143424614,10:00pm,AMC Empire 25,295,287500000.0,193600000.0,4.0,2026-06-14 22:00:00,3.7972297475,0
44,115000000,78.64077669902912,421,Disclosure Day,162,2026-06-10,93900000,2026-06-14 18:12:19.387168,143424701,7:30pm Almost Full,AMC Empire 25,206,287500000.0,193600000.0,4.0,,0.0,0
195,115000000,5.339805825242718,422,Disclosure Day,11,2026-06-10,93900000,2026-06-14 18:12:27.880046,143424702,11:00pm,AMC Empire 25,206,287500000.0,193600000.0,4.0,2026-06-14 23:00:00,4.792255542777778,0
68,115000000,60.46511627906976,423,Disclosure Day,104,2026-06-10,93900000,2026-06-14 18:12:36.242147,143971665,7:00pm,AMC Empire 25,172,287500000.0,193600000.0,4.0,2026-06-14 19:00:00,0.7899327369444444,0
11,115000000,79.62962962962963,424,Disclosure Day,43,2026-06-10,93900000,2026-06-14 18:12:46.643161,144242348,6:15pm,AMC Empire 25,54,287500000.0,193600000.0,4.0,2026-06-14 18:15:00,0.03704356638888889,0
168,115000000,16.417910447761194,425,Disclosure Day,33,2026-06-10,93900000,2026-06-14 18:12:53.314363,144242199,8:05pm,AMC Empire 25,201,287500000.0,193600000.0,4.0,2026-06-14 20:05:00,1.8685237880555554,1
84,115000000,12.5,426,Disclosure Day,12,2026-06-10,93900000,2026-06-14 18:13:02.196193,143424888,8:45pm,AMC Empire 25,96,287500000.0,193600000.0,4.0,2026-06-14 20:45:00,2.532723279722222,0
91,115000000,5.208333333333334,427,Disclosure Day,5,2026-06-10,93900000,2026-06-14 18:13:09.427761,144241930,9:15pm,AMC Empire 25,96,287500000.0,193600000.0,4.0,2026-06-14 21:15:00,3.030714510833333,0
235,30000000,22.185430463576157,428,Scary Movie,67,2026-06-03,129661197,2026-06-14 18:13:34.979745,144242114,6:15pm,AMC Empire 25,302,75000000.0,-54661197.0,11.0,2026-06-14 18:15:00,0.023616737500000002,1
202,30000000,16.182572614107883,429,Scary Movie,39,2026-06-03,129661197,2026-06-14 18:13:43.349369,143046331,7:15pm,AMC Empire 25,241,75000000.0,-54661197.0,11.0,2026-06-14 19:15:00,1.0212918419444443,1
40,30000000,31.03448275862069,430,Scary Movie,18,2026-06-03,129661197,2026-06-14 18:13:52.676680,144241951,8:00pm,AMC Empire 25,58,75000000.0,-54661197.0,11.0,2026-06-14 20:00:00,1.7687009222222223,0
288,30000000,4.635761589403973,431,Scary Movie,14,2026-06-03,129661197,2026-06-14 18:14:01.335106,144242113,9:00pm,AMC Empire 25,302,75000000.0,-54661197.0,11.0,2026-06-14 21:00:00,2.7662958038888887,0
82,30000000,4.651162790697675,432,Scary Movie,4,2026-06-03,129661197,2026-06-14 18:14:32.964931,144241984,11:00pm,AMC Empire 25,86,75000000.0,-54661197.0,11.0,2026-06-14 23:00:00,4.75750974138889,0
84,200000000,19.230769230769234,433,Masters of the Universe,20,2026-06-03,86100000,2026-06-14 18:14:42.686582,143011214,7:45pm,AMC Empire 25,104,500000000.0,413900000.0,11.0,2026-06-14 19:45:00,1.5048092827777777,1
37,200000000,7.5,434,Masters of the Universe,3,2026-06-03,86100000,2026-06-14 18:14:49.218643,144241910,9:30pm,AMC Empire 25,40,500000000.0,413900000.0,11.0,2026-06-14 21:30:00,3.2529948213888886,0
159,750000,7.55813953488372,435,Obsession,13,2026-05-13,286494000,2026-06-14 18:14:57.921469,144068387,10:30pm,AMC Empire 25,172,1875000.0,-284619000.0,32.0,2026-06-14 22:30:00,4.250577369722222,1
17,750000,76.05633802816901,436,Obsession,54,2026-05-13,286494000,2026-06-14 18:15:04.624221,144242059,6:30pm,AMC Empire 25,71,1875000.0,-284619000.0,32.0,2026-06-14 18:30:00,0.24871549416666666,0
129,750000,47.3469387755102,437,Obsession,116,2026-05-13,286494000,2026-06-14 18:15:09.871668,144068386,7:30pm,AMC Empire 25,245,1875000.0,-284619000.0,32.0,2026-06-14 19:30:00,1.24725787,0
78,750000,30.357142857142854,438,Obsession,34,2026-05-13,286494000,2026-06-14 18:15:18.415705,144345181,8:00pm,AMC Empire 25,112,1875000.0,-284619000.0,32.0,2026-06-14 20:00:00,1.7448845263888888,0
190,750000,6.403940886699508,439,Obsession,13,2026-05-13,286494000,2026-06-14 18:15:31.947295,144242104,9:00pm,AMC Empire 25,203,1875000.0,-284619000.0,32.0,2026-06-14 21:00:00,2.7411257513888887,1
69,750000,2.8169014084507045,440,Obsession,2,2026-05-13,286494000,2026-06-14 18:15:41.727460,144242406,9:30pm,AMC Empire 25,71,1875000.0,-284619000.0,32.0,2026-06-14 21:30:00,3.238409038888889,1
111,750000,0.8928571428571428,441,Obsession,1,2026-05-13,286494000,2026-06-14 18:15:50.722431,144345182,11:00pm,AMC Empire 25,112,1875000.0,-284619000.0,32.0,2026-06-14 23:00:00,4.7359104358333335,1
11,10000000,89.2156862745098,442,Backrooms,91,2026-05-27,240811000,2026-06-14 18:15:58.189725,144242273,6:45pm Almost Full,AMC Empire 25,102,25000000.0,-215811000.0,18.0,,0.0,0
238,10000000,2.857142857142857,443,Backrooms,7,2026-05-27,240811000,2026-06-14 18:16:06.813508,144242131,10:15pm,AMC Empire 25,245,25000000.0,-215811000.0,18.0,2026-06-14 22:15:00,3.9814406922222223,1
44,20000000,54.166666666666664,444,STOP! THAT! TRAIN!,52,2026-06-12,0,2026-06-14 18:16:12.229696,144241932,6:45pm,AMC Empire 25,96,50000000.0,50000000.0,2.0,2026-06-14 18:45:00,0.4799361955555555,0
36,20000000,64.70588235294117,445,STOP! THAT! TRAIN!,66,2026-06-12,0,2026-06-14 18:16:21.059112,143157871,8:00pm,AMC Empire 25,102,50000000.0,50000000.0,2.0,2026-06-14 20:00:00,1.7274835800000001,0
99,20000000,2.941176470588235,446,STOP! THAT! TRAIN!,3,2026-06-12,0,2026-06-14 18:16:30.569745,144068394,10:30pm,AMC Empire 25,102,50000000.0,50000000.0,2.0,2026-06-14 22:30:00,4.2248417375,0
32,20000000,70.64220183486239,447,The Furious,77,2026-06-10,1400000,2026-06-14 18:16:35.890362,143730897,7:00pm,AMC Empire 25,109,50000000.0,48600000.0,4.0,2026-06-14 19:00:00,0.7233637883333333,0
10,20000000,85.5072463768116,448,The Furious,59,2026-06-10,1400000,2026-06-14 18:16:41.364547,144284141,6:00pm,AMC Empire 25,69,50000000.0,48600000.0,4.0,2026-06-14 18:00:00,0.0,0
9,20000000,77.5,449,The Furious,31,2026-06-10,1400000,2026-06-14 18:16:47.582794,144241923,6:30pm,AMC Empire 25,40,50000000.0,48600000.0,4.0,2026-06-14 18:30:00,0.22011589055555555,0
44,20000000,36.231884057971016,450,The Furious,25,2026-06-10,1400000,2026-06-14 18:16:53.516195,144284143,9:00pm,AMC Empire 25,69,50000000.0,48600000.0,4.0,2026-06-14 21:00:00,2.718467723611111,0
92,20000000,15.59633027522936,451,The Furious,17,2026-06-10,1400000,2026-06-14 18:17:02.018367,144034550,10:00pm,AMC Empire 25,109,50000000.0,48600000.0,4.0,2026-06-14 22:00:00,3.7161060091666664,0
85,165000000,1.1627906976744187,452,Star Wars: The Mandalorian and Grogu,1,2026-05-20,315100000,2026-06-14 18:17:09.488500,144242142,10:30pm,AMC Empire 25,86,412500000.0,97400000.0,25.0,2026-06-14 22:30:00,4.214030972222222,1
16,250000000,76.11940298507463,453,Michael,51,2026-04-22,911900000,2026-06-14 18:17:17.952452,144242192,7:00pm,AMC Empire 25,67,625000000.0,-286900000.0,53.0,2026-06-14 19:00:00,0.7116798744444445,0
65,250000000,2.9850746268656714,454,Michael,2,2026-04-22,911900000,2026-06-14 18:17:27.552113,144242190,10:15pm,AMC Empire 25,67,625000000.0,-286900000.0,53.0,2026-06-14 22:15:00,3.9590133019444447,1
74,0,13.953488372093023,455,The Amazing Digital Circus: The Last Act,12,2026-06-03,37620876,2026-06-14 18:17:33.279672,142351556,7:00pm,AMC Empire 25,86,0.0,-37620876.0,11.0,2026-06-14 19:00:00,0.7074223133333333,1
83,0,3.488372093023256,456,The Amazing Digital Circus: The Last Act,3,2026-06-03,37620876,2026-06-14 18:17:39.978635,144242282,9:00pm,AMC Empire 25,86,0.0,-37620876.0,11.0,2026-06-14 21:00:00,2.705561490277778,0
26,3500000,69.76744186046511,457,Call Me By Your Name,60,2017-10-01,43143046,2026-06-14 18:17:46.666242,144242139,7:15pm,AMC Empire 25,86,8750000.0,-34393046.0,3178.0,2026-06-14 19:15:00,0.9537038216666667,0
53,3500000,25.352112676056336,458,Call Me By Your Name,18,2017-10-01,43143046,2026-06-14 18:17:56.339457,144242056,9:30pm,AMC Empire 25,71,8750000.0,-34393046.0,3178.0,2026-06-14 21:30:00,3.2010168175,0
56,3500000,3.4482758620689653,459,Call Me By Your Name,2,2017-10-01,43143046,2026-06-14 18:18:03.543658,144241953,10:45pm,AMC Empire 25,58,8750000.0,-34393046.0,3178.0,2026-06-14 22:45:00,4.449015650555555,1
43,0,25.862068965517242,460,Ponyo - Studio Ghibli Fest 2026,15,,0,2026-06-14 18:18:12.994686,144241958,5:45pm,AMC Empire 25,58,0.0,0.0,,2026-06-14 17:45:00,0.0,1
98,0,5.769230769230769,461,Main Vaapas Aaunga,6,2026-06-10,0,2026-06-14 18:18:21.528496,144242009,11:00pm,AMC Empire 25,104,0.0,0.0,4.0,2026-06-14 23:00:00,4.6940198622222225,0
56,0,36.36363636363637,462,Jinsei,32,1964-02-23,0,2026-06-14 18:18:29.000691,143766022,6:15pm,AMC Empire 25,88,0.0,0.0,22757.0,2026-06-14 18:15:00,0.0,0
27,20000000,50.0,463,I Love Boosters,27,2026-05-21,7332794,2026-06-14 18:18:38.621517,144242350,9:40pm,AMC Empire 25,54,50000000.0,42667206.0,24.0,2026-06-14 21:40:00,3.3559384675,0
29,200000000,59.154929577464785,464,Project Hail Mary,42,2026-03-15,680351642,2026-06-14 18:18:48.494727,144242412,5:45pm,AMC Empire 25,71,500000000.0,-180351642.0,91.0,2026-06-14 17:45:00,0.0,0
111,0,45.320197044334975,465,Carolina Caroline,92,2026-06-05,0,2026-06-14 18:18:56.720247,144242105,6:00pm,AMC Empire 25,203,0.0,0.0,9.0,2026-06-14 18:00:00,0.0,0
81,0,7.954545454545454,466,Tayo sa Wakas (Us in the End),7,2026-05-27,0,2026-06-14 18:19:02.186944,144242048,8:45pm,AMC Empire 25,88,0.0,0.0,18.0,2026-06-14 20:45:00,2.432725848888889,1
177,115000000,44.339622641509436,467,Disclosure Day,141,2026-06-10,92900000,2026-06-14 19:00:12.291041,143216384,7:30pm,AMC Garden State 16,318,287500000.0,194600000.0,4.0,2026-06-14 19:30:00,0.49658582194444445,0
305,115000000,4.088050314465408,468,Disclosure Day,13,2026-06-10,92900000,2026-06-14 19:00:21.248103,143216385,11:00pm,AMC Garden State 16,318,287500000.0,194600000.0,4.0,2026-06-14 23:00:00,3.9940977491666665,0
192,115000000,7.246376811594203,469,Disclosure Day,15,2026-06-10,92900000,2026-06-14 19:00:29.646435,143216433,10:00pm,AMC Garden State 16,207,287500000.0,194600000.0,4.0,2026-06-14 22:00:00,2.9917648791666664,0
433,115000000,4.20353982300885,470,Disclosure Day,19,2026-06-10,92900000,2026-06-14 19:00:35.677558,143216486,8:30pm,AMC Garden State 16,452,287500000.0,194600000.0,4.0,2026-06-14 20:30:00,1.490089567222222,1
185,30000000,10.628019323671497,471,Scary Movie,22,2026-06-03,173200000,2026-06-14 19:01:00.497478,144297198,7:30pm,AMC Garden State 16,207,75000000.0,-98200000.0,11.0,2026-06-14 19:30:00,0.483195145,1
253,30000000,1.937984496124031,472,Scary Movie,5,2026-06-03,173200000,2026-06-14 19:01:11.243726,144297388,8:25pm,AMC Garden State 16,258,75000000.0,-98200000.0,11.0,2026-06-14 20:25:00,1.396876742777778,1
271,30000000,1.8115942028985508,473,Scary Movie,5,2026-06-03,173200000,2026-06-14 19:01:17.762757,144297240,10:15pm,AMC Garden State 16,276,75000000.0,-98200000.0,11.0,2026-06-14 22:15:00,3.2283992341666665,0
333,750000,10.242587601078167,474,Obsession,38,2026-05-13,286494000,2026-06-14 19:01:47.990671,144297153,8:15pm,AMC Garden State 16,371,1875000.0,-284619000.0,32.0,2026-06-14 20:15:00,1.220002591388889,1
241,750000,9.398496240601503,475,Obsession,25,2026-05-13,286494000,2026-06-14 19:01:58.811095,144297297,7:15pm,AMC Garden State 16,266,1875000.0,-284619000.0,32.0,2026-06-14 19:15:00,0.21699691805555554,1
